startDateTime,endDateTime,groundwaterElev,groundwaterElevExpUncert,gWatElevFinalQF
"2018-11-06T20:30:00Z","2018-11-06T20:35:00Z",325.22,0.38,
"2018-11-06T20:35:00Z","2018-11-06T20:40:00Z",325.22,0.38,
"2018-11-06T20:50:00Z","2018-11-06T20:55:00Z",325.22,0.38,
"2018-11-06T20:55:00Z","2018-11-06T21:00:00Z",325.22,0.38,
"2018-11-06T21:00:00Z","2018-11-06T21:05:00Z",325.22,0.38,
"2018-11-06T21:05:00Z","2018-11-06T21:10:00Z",325.22,0.38,
"2018-11-06T21:35:00Z","2018-11-06T21:40:00Z",325.22,0.38,
"2018-11-06T21:45:00Z","2018-11-06T21:50:00Z",325.22,0.38,
"2018-11-06T22:00:00Z","2018-11-06T22:05:00Z",325.22,0.38,
"2018-11-06T22:05:00Z","2018-11-06T22:10:00Z",325.22,0.38,
"2018-11-06T22:10:00Z","2018-11-06T22:15:00Z",325.22,0.38,
"2018-11-06T22:15:00Z","2018-11-06T22:20:00Z",325.22,0.38,
"2018-11-06T22:20:00Z","2018-11-06T22:25:00Z",325.22,0.38,
"2018-11-06T22:25:00Z","2018-11-06T22:30:00Z",325.22,0.38,
"2018-11-06T22:30:00Z","2018-11-06T22:35:00Z",325.22,0.38,
"2018-11-06T22:35:00Z","2018-11-06T22:40:00Z",325.22,0.38,
"2018-11-07T13:50:00Z","2018-11-07T13:55:00Z",325.23,0.38,
"2018-11-07T13:55:00Z","2018-11-07T14:00:00Z",325.23,0.38,
"2018-11-07T14:00:00Z","2018-11-07T14:05:00Z",325.23,0.38,
"2018-11-07T14:05:00Z","2018-11-07T14:10:00Z",325.23,0.38,
"2018-11-07T14:10:00Z","2018-11-07T14:15:00Z",325.24,0.38,
"2018-11-07T14:15:00Z","2018-11-07T14:20:00Z",325.23,0.38,
"2018-11-07T14:20:00Z","2018-11-07T14:25:00Z",325.24,0.38,
"2018-11-07T14:25:00Z","2018-11-07T14:30:00Z",325.24,0.38,
"2018-11-07T14:30:00Z","2018-11-07T14:35:00Z",325.24,0.38,
"2018-11-07T14:40:00Z","2018-11-07T14:45:00Z",325.24,0.38,
"2018-11-07T14:45:00Z","2018-11-07T14:50:00Z",325.24,0.38,
"2018-11-07T14:50:00Z","2018-11-07T14:55:00Z",325.24,0.38,
"2018-11-07T21:35:00Z","2018-11-07T21:40:00Z",325.24,0.38,
"2018-11-07T21:40:00Z","2018-11-07T21:45:00Z",325.24,0.38,
"2018-11-07T21:45:00Z","2018-11-07T21:50:00Z",325.24,0.38,
"2018-11-07T21:50:00Z","2018-11-07T21:55:00Z",325.24,0.38,
"2018-11-07T21:55:00Z","2018-11-07T22:00:00Z",325.24,0.38,
"2018-11-07T22:00:00Z","2018-11-07T22:05:00Z",325.24,0.38,
"2018-11-07T22:05:00Z","2018-11-07T22:10:00Z",325.24,0.38,
"2018-11-07T22:10:00Z","2018-11-07T22:15:00Z",325.24,0.38,
"2018-11-07T22:15:00Z","2018-11-07T22:20:00Z",325.24,0.38,
"2018-11-07T22:20:00Z","2018-11-07T22:25:00Z",325.24,0.38,
"2018-11-07T22:25:00Z","2018-11-07T22:30:00Z",325.24,0.38,
"2018-11-07T22:30:00Z","2018-11-07T22:35:00Z",325.24,0.38,
"2018-11-07T22:35:00Z","2018-11-07T22:40:00Z",325.24,0.38,
"2018-11-07T22:40:00Z","2018-11-07T22:45:00Z",325.24,0.38,
"2018-11-07T22:50:00Z","2018-11-07T22:55:00Z",325.24,0.38,
"2018-11-08T15:05:00Z","2018-11-08T15:10:00Z",325.26,0.38,
"2018-11-08T15:10:00Z","2018-11-08T15:15:00Z",325.26,0.38,
"2018-11-08T15:25:00Z","2018-11-08T15:30:00Z",325.25,0.38,
"2018-11-08T15:30:00Z","2018-11-08T15:35:00Z",325.25,0.38,
"2018-11-08T15:35:00Z","2018-11-08T15:40:00Z",325.25,0.38,
"2018-11-08T15:40:00Z","2018-11-08T15:45:00Z",325.26,0.38,
"2018-11-08T15:45:00Z","2018-11-08T15:50:00Z",325.26,0.38,
"2018-11-08T15:50:00Z","2018-11-08T15:55:00Z",325.26,0.38,
"2018-11-08T15:55:00Z","2018-11-08T16:00:00Z",325.26,0.38,
"2018-11-08T16:00:00Z","2018-11-08T16:05:00Z",325.26,0.38,
"2018-11-08T16:05:00Z","2018-11-08T16:10:00Z",325.26,0.38,
"2018-11-08T16:10:00Z","2018-11-08T16:15:00Z",325.26,0.38,
"2018-11-08T16:15:00Z","2018-11-08T16:20:00Z",325.26,0.38,
"2018-11-08T16:20:00Z","2018-11-08T16:25:00Z",325.26,0.38,
"2018-11-08T16:25:00Z","2018-11-08T16:30:00Z",325.26,0.38,
"2018-11-08T16:30:00Z","2018-11-08T16:35:00Z",325.26,0.38,
"2018-11-08T16:35:00Z","2018-11-08T16:40:00Z",325.26,0.38,
"2018-11-08T16:40:00Z","2018-11-08T16:45:00Z",325.26,0.38,
"2018-11-09T14:45:00Z","2018-11-09T14:50:00Z",325.26,0.38,
"2018-11-09T14:55:00Z","2018-11-09T15:00:00Z",325.27,0.38,
"2018-11-09T15:00:00Z","2018-11-09T15:05:00Z",325.27,0.38,
"2018-11-09T15:05:00Z","2018-11-09T15:10:00Z",325.27,0.38,
"2018-11-09T15:10:00Z","2018-11-09T15:15:00Z",325.27,0.38,
"2018-11-09T15:15:00Z","2018-11-09T15:20:00Z",325.27,0.38,
"2018-11-09T15:20:00Z","2018-11-09T15:25:00Z",325.26,0.38,
"2018-11-15T21:40:00Z","2018-11-15T21:45:00Z",325.31,0.38,
"2018-11-15T21:45:00Z","2018-11-15T21:50:00Z",325.31,0.38,
"2018-11-15T21:50:00Z","2018-11-15T21:55:00Z",325.31,0.38,
"2018-11-15T21:55:00Z","2018-11-15T22:00:00Z",325.31,0.38,
"2018-11-15T22:00:00Z","2018-11-15T22:05:00Z",325.31,0.38,
"2018-11-15T22:10:00Z","2018-11-15T22:15:00Z",325.31,0.38,
"2018-11-15T22:15:00Z","2018-11-15T22:20:00Z",325.31,0.38,
"2018-11-15T22:25:00Z","2018-11-15T22:30:00Z",325.31,0.38,
"2018-11-16T14:35:00Z","2018-11-16T14:40:00Z",325.31,0.38,
"2018-11-16T14:40:00Z","2018-11-16T14:45:00Z",325.31,0.38,
"2018-11-16T14:45:00Z","2018-11-16T14:50:00Z",325.32,0.38,
"2018-11-16T14:50:00Z","2018-11-16T14:55:00Z",325.32,0.38,
"2018-11-16T14:55:00Z","2018-11-16T15:00:00Z",325.32,0.38,
"2018-11-16T15:00:00Z","2018-11-16T15:05:00Z",325.32,0.38,
"2018-11-16T15:05:00Z","2018-11-16T15:10:00Z",325.32,0.38,
"2018-11-16T15:10:00Z","2018-11-16T15:15:00Z",325.32,0.38,
"2018-11-16T15:15:00Z","2018-11-16T15:20:00Z",325.32,0.38,
"2018-11-16T15:20:00Z","2018-11-16T15:25:00Z",325.32,0.38,
"2018-11-16T15:25:00Z","2018-11-16T15:30:00Z",325.32,0.38,
