"","Date_Time","Well1","Well2","Well3","Well4","Well5","Well6","Well7","Well8"
"427","2017-11-05",324.515034722222,324.220173611111,325.019340277778,324.04,324.682986111111,324.479583333333,324.19,324.485701388889
"428","2017-11-06",324.505694444444,324.2103125,325.0090625,324.031319444444,324.671909722222,324.469861111111,324.1821875,324.475805555556
"429","2017-11-07",324.495625,324.201739130435,324.998715277778,324.022361111111,324.663472222222,324.460208333333,324.174861111111,324.467611111111
"430","2017-11-08",324.485833333333,324.203055555556,324.99,324.012986111111,324.654756944444,324.45,324.166979166667,324.459
"431","2017-11-09",324.4775,324.208118466899,324.982743055555,324.005277777778,324.649270833333,324.440520833333,324.16,324.453409722222
"432","2017-11-10",324.469895833333,324.200246478873,324.974236111111,323.997326388889,324.640069444444,324.432152777778,324.151527777778,324.448895833333
"433","2017-11-11",324.460972222222,324.2,324.97,323.99,324.63875,324.424097222222,324.147395833333,324.439243055556
"434","2017-11-12",324.455625,324.2,324.962083333333,323.982430555556,324.629895833333,324.416770833333,324.14,324.435111111111
"435","2017-11-13",324.446875,324.2,324.952743055556,323.975069444444,324.620138888889,324.407881944444,324.133402777778,324.429
"436","2017-11-14",324.44,324.2,324.95,323.969618055556,324.62,324.4,324.128715277778,324.422993055556
"437","2017-11-15",324.432638888889,324.2,324.943715277778,323.960208333333,324.611979166667,324.391805555556,324.12,324.419
"438","2017-11-16",324.425555555556,324.2,324.934548611111,323.954409722222,324.603993055556,324.385416666667,324.115138888889,324.409694444444
"439","2017-11-17",324.42,324.205627530364,324.93,323.949895833333,324.6,324.379965277778,324.11,324.409
"440","2017-11-18",324.415902777778,324.202671480144,324.926284722222,323.942256944444,324.595729166667,324.372881944444,324.105451388889,324.403826388889
"441","2017-11-19",324.405104166667,324.2,324.914340277778,323.935277777778,324.585034722222,324.365,324.098020833333,324.392611111111
"442","2017-11-20",324.398715277778,324.200797101449,324.91,323.928368055556,324.58,324.3571875,324.09,324.389
"443","2017-11-21",324.391701388889,324.2,324.904166666667,323.92,324.575104166667,324.3496875,324.084513888889,324.381881944444
"444","2017-11-22",324.4,324.2,324.891215277778,323.911944444444,324.563055555556,324.340555555556,324.076770833333,324.358375
"445","2017-11-23",324.4,324.2,324.888888888889,323.905486111111,324.56,324.331493055556,324.07,324.357090277778
"446","2017-11-24",324.4,324.2,324.880625,323.9,324.559826388889,324.332118055556,324.069826388889,324.367298611111
"447","2017-11-25",324.4,NA,324.876319444444,323.8975,324.55,324.322708333333,324.060034722222,324.355875
"448","2017-11-26",324.4,NA,324.869965277778,323.89,324.540972222222,324.317118055556,324.058055555556,324.352263888889
"449","2017-11-27",324.4,324.2,324.865520833333,323.885,324.54,324.31,324.05,324.349
"450","2017-11-28",324.4,NA,324.859756944444,323.88,324.53625,324.3071875,324.05,324.346569444444
"451","2017-11-29",324.4,NA,324.85,323.874484126984,324.529761904762,324.3,324.040436507937,324.339
"452","2017-11-30",324.385,NA,324.850104166667,323.875034722222,324.515694444444,324.283819444444,324.045,324.333861111111
"453","2017-12-01",324.37,324.617986111111,324.685208333333,323.895694444444,324.51,324.265138888889,324.046666666667,324.341881944444
"454","2017-12-02",324.37,324.591919642857,324.43,323.917341269841,324.482222222222,324.235340909091,324.04,324.348277108434
"455","2017-12-03",324.37,324.56,324.43,323.92,324.43,324.189965034965,324.032666666667,324.329
"456","2017-12-04",324.37,324.559826388889,324.43,323.92,324.429895833333,324.186076388889,324.03,324.327368055556
"457","2017-12-05",324.37,324.549722222222,324.43,323.912569444444,324.42,324.18,324.028993055556,324.317923611111
"458","2017-12-06",324.37,324.54,324.43,323.9084375,324.41375,324.171979166667,324.02,324.309
"459","2017-12-07",324.37,324.533819444444,324.43,323.9,324.41,324.1665625,324.016909722222,324.304208333333
"460","2017-12-08",324.37,324.53,324.43,323.8971875,324.406597222222,324.16,324.01,324.299
"461","2017-12-09",324.37,324.528055555556,324.43,323.89,324.4,324.156423611111,324.01,324.299
"462","2017-12-10",324.37,324.52,324.43,323.888923611111,324.396388888889,324.15,324.002604166667,324.292263888889
"463","2017-12-11",324.37,324.518645833333,324.43,323.880173611111,324.39,324.14625,324,324.289
"464","2017-12-12",324.37,324.51,324.43,323.879791666667,324.385694444444,324.14,323.995555555556,324.282194444444
