startDateTime,endDateTime,groundwaterSpecCond,groundwaterSpecCondExpUncert,gWatSCondFinalQF
"2019-01-01T00:00:00Z","2019-01-01T00:05:00Z",589.93,0.65,
"2019-01-01T00:05:00Z","2019-01-01T00:10:00Z",589.73,0.65,
"2019-01-01T00:10:00Z","2019-01-01T00:15:00Z",589.54,0.65,
"2019-01-01T00:15:00Z","2019-01-01T00:20:00Z",589.67,0.65,
"2019-01-01T00:20:00Z","2019-01-01T00:25:00Z",589.75,0.65,
"2019-01-01T00:25:00Z","2019-01-01T00:30:00Z",589.67,0.65,
"2019-01-01T00:30:00Z","2019-01-01T00:35:00Z",589.77,0.66,
"2019-01-01T00:35:00Z","2019-01-01T00:40:00Z",589.87,0.66,
"2019-01-01T00:40:00Z","2019-01-01T00:45:00Z",589.63,0.65,
"2019-01-01T00:45:00Z","2019-01-01T00:50:00Z",589.62,0.65,
"2019-01-01T00:50:00Z","2019-01-01T00:55:00Z",589.60,0.65,
"2019-01-01T00:55:00Z","2019-01-01T01:00:00Z",589.55,0.65,
"2019-01-01T01:00:00Z","2019-01-01T01:05:00Z",589.69,0.65,
"2019-01-01T01:05:00Z","2019-01-01T01:10:00Z",589.76,0.65,
"2019-01-01T01:10:00Z","2019-01-01T01:15:00Z",589.65,0.65,
"2019-01-01T01:15:00Z","2019-01-01T01:20:00Z",589.57,0.65,
"2019-01-01T01:20:00Z","2019-01-01T01:25:00Z",589.73,0.65,
"2019-01-01T01:25:00Z","2019-01-01T01:30:00Z",589.55,0.65,
"2019-01-01T01:30:00Z","2019-01-01T01:35:00Z",589.60,0.65,
"2019-01-01T01:35:00Z","2019-01-01T01:40:00Z",589.46,0.65,
"2019-01-01T01:40:00Z","2019-01-01T01:45:00Z",589.57,0.65,
"2019-01-01T01:45:00Z","2019-01-01T01:50:00Z",589.55,0.65,
"2019-01-01T01:50:00Z","2019-01-01T01:55:00Z",589.62,0.65,
"2019-01-01T01:55:00Z","2019-01-01T02:00:00Z",589.69,0.65,
"2019-01-01T02:00:00Z","2019-01-01T02:05:00Z",589.43,0.65,
"2019-01-01T02:05:00Z","2019-01-01T02:10:00Z",589.40,0.65,
"2019-01-01T02:10:00Z","2019-01-01T02:15:00Z",589.82,0.65,
"2019-01-01T02:15:00Z","2019-01-01T02:20:00Z",589.57,0.65,
"2019-01-01T02:20:00Z","2019-01-01T02:25:00Z",589.56,0.65,
"2019-01-01T02:25:00Z","2019-01-01T02:30:00Z",589.44,0.65,
"2019-01-01T02:30:00Z","2019-01-01T02:35:00Z",589.48,0.65,
"2019-01-01T02:35:00Z","2019-01-01T02:40:00Z",589.50,0.65,
"2019-01-01T02:40:00Z","2019-01-01T02:45:00Z",589.72,0.65,
"2019-01-01T02:45:00Z","2019-01-01T02:50:00Z",589.48,0.66,
"2019-01-01T02:50:00Z","2019-01-01T02:55:00Z",589.28,0.66,
"2019-01-01T02:55:00Z","2019-01-01T03:00:00Z",589.39,0.66,
"2019-01-01T03:00:00Z","2019-01-01T03:05:00Z",589.48,0.66,
"2019-01-01T03:05:00Z","2019-01-01T03:10:00Z",589.68,0.66,
"2019-01-01T03:10:00Z","2019-01-01T03:15:00Z",589.64,0.66,
"2019-01-01T03:15:00Z","2019-01-01T03:20:00Z",589.83,0.66,
"2019-01-01T03:20:00Z","2019-01-01T03:25:00Z",589.83,0.66,
"2019-01-01T03:25:00Z","2019-01-01T03:30:00Z",589.60,0.65,
"2019-01-01T03:30:00Z","2019-01-01T03:35:00Z",589.55,0.65,
"2019-01-01T03:35:00Z","2019-01-01T03:40:00Z",589.42,0.65,
"2019-01-01T03:40:00Z","2019-01-01T03:45:00Z",589.41,0.65,
"2019-01-01T03:45:00Z","2019-01-01T03:50:00Z",589.31,0.65,
"2019-01-01T03:50:00Z","2019-01-01T03:55:00Z",589.28,0.65,
"2019-01-01T03:55:00Z","2019-01-01T04:00:00Z",589.35,0.65,
"2019-01-01T04:00:00Z","2019-01-01T04:05:00Z",589.44,0.65,
"2019-01-01T04:05:00Z","2019-01-01T04:10:00Z",589.39,0.65,
"2019-01-01T04:10:00Z","2019-01-01T04:15:00Z",589.33,0.65,
"2019-01-01T04:15:00Z","2019-01-01T04:20:00Z",589.52,0.65,
"2019-01-01T04:20:00Z","2019-01-01T04:25:00Z",589.46,0.65,
"2019-01-01T04:25:00Z","2019-01-01T04:30:00Z",589.59,0.65,
"2019-01-01T04:30:00Z","2019-01-01T04:35:00Z",589.38,0.65,
"2019-01-01T04:35:00Z","2019-01-01T04:40:00Z",589.42,0.65,
