startDateTime,endDateTime,groundwaterSpecCond,groundwaterSpecCondExpUncert,gWatSCondFinalQF
"2018-10-01T00:00:00Z","2018-10-01T00:05:00Z",0.11,0.04,
"2018-10-01T00:05:00Z","2018-10-01T00:10:00Z",0.11,0.04,
"2018-10-01T00:10:00Z","2018-10-01T00:15:00Z",0.11,0.04,
"2018-10-01T00:15:00Z","2018-10-01T00:20:00Z",0.11,0.04,
"2018-10-01T00:20:00Z","2018-10-01T00:25:00Z",0.11,0.04,
"2018-10-01T00:25:00Z","2018-10-01T00:30:00Z",0.11,0.04,
"2018-10-01T00:30:00Z","2018-10-01T00:35:00Z",0.11,0.04,
"2018-10-01T00:35:00Z","2018-10-01T00:40:00Z",0.11,0.04,
"2018-10-01T00:40:00Z","2018-10-01T00:45:00Z",0.11,0.04,
"2018-10-01T00:45:00Z","2018-10-01T00:50:00Z",0.11,0.04,
"2018-10-01T00:50:00Z","2018-10-01T00:55:00Z",0.11,0.04,
"2018-10-01T00:55:00Z","2018-10-01T01:00:00Z",0.11,0.04,
"2018-10-01T01:00:00Z","2018-10-01T01:05:00Z",0.11,0.04,
"2018-10-01T01:05:00Z","2018-10-01T01:10:00Z",0.11,0.04,
"2018-10-01T01:10:00Z","2018-10-01T01:15:00Z",0.11,0.04,
"2018-10-01T01:15:00Z","2018-10-01T01:20:00Z",0.11,0.04,
"2018-10-01T01:20:00Z","2018-10-01T01:25:00Z",0.11,0.04,
"2018-10-01T01:25:00Z","2018-10-01T01:30:00Z",0.11,0.04,
"2018-10-01T01:30:00Z","2018-10-01T01:35:00Z",0.11,0.04,
"2018-10-01T01:35:00Z","2018-10-01T01:40:00Z",0.11,0.04,
"2018-10-01T01:40:00Z","2018-10-01T01:45:00Z",0.11,0.04,
"2018-10-01T01:45:00Z","2018-10-01T01:50:00Z",0.11,0.04,
"2018-10-01T01:50:00Z","2018-10-01T01:55:00Z",0.11,0.04,
"2018-10-01T01:55:00Z","2018-10-01T02:00:00Z",0.11,0.04,
"2018-10-01T02:00:00Z","2018-10-01T02:05:00Z",0.11,0.04,
"2018-10-01T02:05:00Z","2018-10-01T02:10:00Z",0.11,0.04,
"2018-10-01T02:10:00Z","2018-10-01T02:15:00Z",0.11,0.04,
"2018-10-01T02:15:00Z","2018-10-01T02:20:00Z",0.11,0.04,
"2018-10-01T02:20:00Z","2018-10-01T02:25:00Z",0.11,0.04,
"2018-10-01T02:25:00Z","2018-10-01T02:30:00Z",0.11,0.04,
"2018-10-01T02:30:00Z","2018-10-01T02:35:00Z",0.11,0.04,
"2018-10-01T02:35:00Z","2018-10-01T02:40:00Z",0.11,0.04,
"2018-10-01T02:40:00Z","2018-10-01T02:45:00Z",0.11,0.04,
"2018-10-01T02:45:00Z","2018-10-01T02:50:00Z",0.11,0.04,
"2018-10-01T02:50:00Z","2018-10-01T02:55:00Z",0.11,0.04,
"2018-10-01T02:55:00Z","2018-10-01T03:00:00Z",0.11,0.04,
