startDateTime,endDateTime,groundwaterSpecCond,groundwaterSpecCondExpUncert,gWatSCondFinalQF
"2018-09-01T00:00:00Z","2018-09-01T00:05:00Z",0.12,0.04,
"2018-09-01T00:05:00Z","2018-09-01T00:10:00Z",0.12,0.04,
"2018-09-01T00:10:00Z","2018-09-01T00:15:00Z",0.12,0.04,
"2018-09-01T00:15:00Z","2018-09-01T00:20:00Z",0.12,0.04,
"2018-09-01T12:50:00Z","2018-09-01T12:55:00Z",0.12,0.04,
"2018-09-01T12:55:00Z","2018-09-01T13:00:00Z",0.12,0.04,
"2018-09-01T13:00:00Z","2018-09-01T13:05:00Z",0.12,0.04,
"2018-09-01T13:05:00Z","2018-09-01T13:10:00Z",0.12,0.04,
"2018-09-01T13:10:00Z","2018-09-01T13:15:00Z",0.12,0.04,
"2018-09-01T13:15:00Z","2018-09-01T13:20:00Z",0.12,0.04,
"2018-09-01T13:20:00Z","2018-09-01T13:25:00Z",0.12,0.04,
"2018-09-01T13:25:00Z","2018-09-01T13:30:00Z",0.12,0.04,
"2018-09-01T13:30:00Z","2018-09-01T13:35:00Z",0.12,0.04,
"2018-09-01T13:35:00Z","2018-09-01T13:40:00Z",0.12,0.04,
"2018-09-01T13:40:00Z","2018-09-01T13:45:00Z",0.12,0.04,
"2018-09-01T13:45:00Z","2018-09-01T13:50:00Z",0.12,0.04,
"2018-09-01T13:50:00Z","2018-09-01T13:55:00Z",0.12,0.04,
"2018-09-01T13:55:00Z","2018-09-01T14:00:00Z",0.12,0.04,
"2018-09-01T14:00:00Z","2018-09-01T14:05:00Z",0.12,0.04,
"2018-09-01T14:05:00Z","2018-09-01T14:10:00Z",0.12,0.04,
"2018-09-01T14:10:00Z","2018-09-01T14:15:00Z",0.12,0.04,
"2018-09-01T14:15:00Z","2018-09-01T14:20:00Z",0.12,0.04,
"2018-09-01T14:20:00Z","2018-09-01T14:25:00Z",0.12,0.04,
"2018-09-01T14:25:00Z","2018-09-01T14:30:00Z",0.12,0.04,
"2018-09-01T14:30:00Z","2018-09-01T14:35:00Z",0.12,0.04,
