startDateTime,endDateTime,groundwaterSpecCond,groundwaterSpecCondExpUncert,gWatSCondFinalQF
"2018-10-01T00:00:00Z","2018-10-01T00:05:00Z",649.46,0.61,
"2018-10-01T00:05:00Z","2018-10-01T00:10:00Z",649.49,0.61,
"2018-10-01T00:10:00Z","2018-10-01T00:15:00Z",649.49,0.61,
"2018-10-01T00:15:00Z","2018-10-01T00:20:00Z",649.59,0.62,
"2018-10-01T00:20:00Z","2018-10-01T00:25:00Z",649.58,0.62,
"2018-10-01T00:25:00Z","2018-10-01T00:30:00Z",649.56,0.62,
"2018-10-01T00:30:00Z","2018-10-01T00:35:00Z",649.60,0.62,
"2018-10-01T00:35:00Z","2018-10-01T00:40:00Z",649.60,0.62,
"2018-10-01T00:40:00Z","2018-10-01T00:45:00Z",649.58,0.62,
"2018-10-01T00:45:00Z","2018-10-01T00:50:00Z",649.59,0.62,
"2018-10-01T00:50:00Z","2018-10-01T00:55:00Z",649.57,0.62,
"2018-10-01T00:55:00Z","2018-10-01T01:00:00Z",649.53,0.61,
"2018-10-01T01:00:00Z","2018-10-01T01:05:00Z",649.47,0.61,
"2018-10-01T01:05:00Z","2018-10-01T01:10:00Z",649.54,0.61,
"2018-10-01T01:10:00Z","2018-10-01T01:15:00Z",649.59,0.62,
"2018-10-01T01:15:00Z","2018-10-01T01:20:00Z",649.62,0.62,
"2018-10-01T01:20:00Z","2018-10-01T01:25:00Z",649.59,0.62,
"2018-10-01T01:25:00Z","2018-10-01T01:30:00Z",649.46,0.61,
"2018-10-01T01:30:00Z","2018-10-01T01:35:00Z",649.64,0.62,
"2018-10-01T01:35:00Z","2018-10-01T01:40:00Z",649.56,0.61,
"2018-10-01T01:40:00Z","2018-10-01T01:45:00Z",649.54,0.61,
"2018-10-01T01:45:00Z","2018-10-01T01:50:00Z",649.63,0.62,
"2018-10-01T01:50:00Z","2018-10-01T01:55:00Z",649.68,0.62,
"2018-10-01T01:55:00Z","2018-10-01T02:00:00Z",649.77,0.62,
"2018-10-01T02:00:00Z","2018-10-01T02:05:00Z",649.72,0.62,
"2018-10-01T02:05:00Z","2018-10-01T02:10:00Z",649.63,0.62,
"2018-10-01T02:10:00Z","2018-10-01T02:15:00Z",649.69,0.62,
"2018-10-01T02:15:00Z","2018-10-01T02:20:00Z",649.72,0.62,
"2018-10-01T02:20:00Z","2018-10-01T02:25:00Z",649.65,0.62,
"2018-10-01T02:25:00Z","2018-10-01T02:30:00Z",649.75,0.62,
"2018-10-01T02:30:00Z","2018-10-01T02:35:00Z",649.66,0.62,
"2018-10-01T02:35:00Z","2018-10-01T02:40:00Z",649.71,0.62,
"2018-10-01T02:40:00Z","2018-10-01T02:45:00Z",649.72,0.62,
"2018-10-01T02:45:00Z","2018-10-01T02:50:00Z",649.77,0.62,
"2018-10-01T02:50:00Z","2018-10-01T02:55:00Z",649.70,0.62,
"2018-10-01T02:55:00Z","2018-10-01T03:00:00Z",649.71,0.62,
"2018-10-01T03:00:00Z","2018-10-01T03:05:00Z",649.68,0.62,
"2018-10-01T03:05:00Z","2018-10-01T03:10:00Z",649.77,0.62,
"2018-10-01T03:10:00Z","2018-10-01T03:15:00Z",649.69,0.62,
"2018-10-01T03:15:00Z","2018-10-01T03:20:00Z",649.74,0.62,
"2018-10-01T03:20:00Z","2018-10-01T03:25:00Z",649.67,0.62,
"2018-10-01T03:25:00Z","2018-10-01T03:30:00Z",649.73,0.62,
"2018-10-01T03:30:00Z","2018-10-01T03:35:00Z",649.63,0.62,
"2018-10-01T03:35:00Z","2018-10-01T03:40:00Z",649.72,0.62,
"2018-10-01T03:40:00Z","2018-10-01T03:45:00Z",649.64,0.62,
"2018-10-01T03:45:00Z","2018-10-01T03:50:00Z",649.76,0.62,
"2018-10-01T03:50:00Z","2018-10-01T03:55:00Z",649.66,0.62,
"2018-10-01T03:55:00Z","2018-10-01T04:00:00Z",649.68,0.62,
"2018-10-01T04:00:00Z","2018-10-01T04:05:00Z",649.72,0.62,
"2018-10-01T04:05:00Z","2018-10-01T04:10:00Z",649.70,0.62,
"2018-10-01T04:10:00Z","2018-10-01T04:15:00Z",649.69,0.62,
"2018-10-01T04:15:00Z","2018-10-01T04:20:00Z",649.70,0.62,
"2018-10-01T04:20:00Z","2018-10-01T04:25:00Z",649.68,0.62,
"2018-10-01T04:25:00Z","2018-10-01T04:30:00Z",649.76,0.62,
"2018-10-01T04:30:00Z","2018-10-01T04:35:00Z",649.72,0.62,
"2018-10-01T04:35:00Z","2018-10-01T04:40:00Z",649.69,0.62,
"2018-10-01T04:40:00Z","2018-10-01T04:45:00Z",649.65,0.62,
"2018-10-01T04:45:00Z","2018-10-01T04:50:00Z",649.64,0.62,
"2018-10-01T04:50:00Z","2018-10-01T04:55:00Z",649.75,0.62,
"2018-10-01T04:55:00Z","2018-10-01T05:00:00Z",649.73,0.62,
"2018-10-01T05:00:00Z","2018-10-01T05:05:00Z",649.66,0.62,
"2018-10-01T05:05:00Z","2018-10-01T05:10:00Z",649.68,0.62,
"2018-10-01T05:10:00Z","2018-10-01T05:15:00Z",649.65,0.62,
"2018-10-01T05:15:00Z","2018-10-01T05:20:00Z",649.69,0.62,
"2018-10-01T05:20:00Z","2018-10-01T05:25:00Z",649.66,0.62,
"2018-10-01T05:25:00Z","2018-10-01T05:30:00Z",649.62,0.61,
"2018-10-01T05:30:00Z","2018-10-01T05:35:00Z",649.77,0.62,
"2018-10-01T05:35:00Z","2018-10-01T05:40:00Z",649.72,0.62,
"2018-10-01T05:40:00Z","2018-10-01T05:45:00Z",649.67,0.62,
"2018-10-01T05:45:00Z","2018-10-01T05:50:00Z",649.69,0.62,
"2018-10-01T05:50:00Z","2018-10-01T05:55:00Z",649.59,0.61,
"2018-10-01T05:55:00Z","2018-10-01T06:00:00Z",649.64,0.62,
"2018-10-01T06:00:00Z","2018-10-01T06:05:00Z",649.49,0.61,
"2018-10-01T06:05:00Z","2018-10-01T06:10:00Z",649.59,0.61,
"2018-10-01T06:10:00Z","2018-10-01T06:15:00Z",649.62,0.61,
"2018-10-01T06:15:00Z","2018-10-01T06:20:00Z",649.64,0.62,
"2018-10-01T06:20:00Z","2018-10-01T06:25:00Z",649.66,0.62,
"2018-10-01T06:25:00Z","2018-10-01T06:30:00Z",649.59,0.61,
"2018-10-01T06:30:00Z","2018-10-01T06:35:00Z",649.61,0.61,
"2018-10-01T06:35:00Z","2018-10-01T06:40:00Z",649.57,0.61,
"2018-10-01T06:40:00Z","2018-10-01T06:45:00Z",649.56,0.61,
"2018-10-01T06:45:00Z","2018-10-01T06:50:00Z",649.63,0.61,
"2018-10-01T06:50:00Z","2018-10-01T06:55:00Z",649.52,0.61,
"2018-10-01T06:55:00Z","2018-10-01T07:00:00Z",649.48,0.61,
"2018-10-01T07:00:00Z","2018-10-01T07:05:00Z",649.65,0.62,
"2018-10-01T07:05:00Z","2018-10-01T07:10:00Z",649.59,0.61,
"2018-10-01T07:10:00Z","2018-10-01T07:15:00Z",649.54,0.61,
"2018-10-01T07:15:00Z","2018-10-01T07:20:00Z",649.60,0.61,
"2018-10-01T07:20:00Z","2018-10-01T07:25:00Z",649.52,0.61,
"2018-10-01T07:25:00Z","2018-10-01T07:30:00Z",649.50,0.61,
"2018-10-01T07:30:00Z","2018-10-01T07:35:00Z",649.56,0.61,
"2018-10-01T07:35:00Z","2018-10-01T07:40:00Z",649.47,0.61,
"2018-10-01T07:40:00Z","2018-10-01T07:45:00Z",649.58,0.61,
"2018-10-01T07:45:00Z","2018-10-01T07:50:00Z",649.58,0.61,
"2018-10-01T07:50:00Z","2018-10-01T07:55:00Z",649.51,0.61,
"2018-10-01T07:55:00Z","2018-10-01T08:00:00Z",649.64,0.61,
"2018-10-01T08:00:00Z","2018-10-01T08:05:00Z",649.50,0.61,
"2018-10-01T08:05:00Z","2018-10-01T08:10:00Z",649.36,0.61,
"2018-10-01T08:10:00Z","2018-10-01T08:15:00Z",649.42,0.61,
"2018-10-01T08:15:00Z","2018-10-01T08:20:00Z",649.49,0.61,
"2018-10-01T08:20:00Z","2018-10-01T08:25:00Z",649.44,0.61,
"2018-10-01T08:25:00Z","2018-10-01T08:30:00Z",649.43,0.61,
"2018-10-01T08:30:00Z","2018-10-01T08:35:00Z",649.40,0.61,
"2018-10-01T08:35:00Z","2018-10-01T08:40:00Z",649.42,0.61,
"2018-10-01T08:40:00Z","2018-10-01T08:45:00Z",649.41,0.61,
"2018-10-01T08:45:00Z","2018-10-01T08:50:00Z",649.38,0.61,
"2018-10-01T08:50:00Z","2018-10-01T08:55:00Z",649.50,0.61,
"2018-10-01T08:55:00Z","2018-10-01T09:00:00Z",649.35,0.61,
"2018-10-01T09:00:00Z","2018-10-01T09:05:00Z",649.47,0.61,
"2018-10-01T09:05:00Z","2018-10-01T09:10:00Z",649.45,0.61,
"2018-10-01T09:10:00Z","2018-10-01T09:15:00Z",649.39,0.61,
"2018-10-01T09:15:00Z","2018-10-01T09:20:00Z",649.39,0.61,
"2018-10-01T09:20:00Z","2018-10-01T09:25:00Z",649.45,0.61,
"2018-10-01T09:25:00Z","2018-10-01T09:30:00Z",649.48,0.61,
"2018-10-01T09:30:00Z","2018-10-01T09:35:00Z",649.45,0.61,
"2018-10-01T09:35:00Z","2018-10-01T09:40:00Z",649.50,0.61,
"2018-10-01T09:40:00Z","2018-10-01T09:45:00Z",649.54,0.61,
"2018-10-01T09:45:00Z","2018-10-01T09:50:00Z",649.50,0.61,
"2018-10-01T09:50:00Z","2018-10-01T09:55:00Z",649.50,0.61,
"2018-10-01T09:55:00Z","2018-10-01T10:00:00Z",649.46,0.61,
"2018-10-01T10:00:00Z","2018-10-01T10:05:00Z",649.41,0.61,
"2018-10-01T10:05:00Z","2018-10-01T10:10:00Z",649.37,0.61,
"2018-10-01T10:10:00Z","2018-10-01T10:15:00Z",649.40,0.61,
"2018-10-01T10:15:00Z","2018-10-01T10:20:00Z",649.38,0.61,
"2018-10-01T10:20:00Z","2018-10-01T10:25:00Z",649.34,0.61,
"2018-10-01T10:25:00Z","2018-10-01T10:30:00Z",649.43,0.61,
"2018-10-01T10:30:00Z","2018-10-01T10:35:00Z",649.36,0.61,
"2018-10-01T10:35:00Z","2018-10-01T10:40:00Z",649.36,0.61,
"2018-10-01T10:40:00Z","2018-10-01T10:45:00Z",649.28,0.61,
"2018-10-01T10:45:00Z","2018-10-01T10:50:00Z",649.38,0.61,
"2018-10-01T10:50:00Z","2018-10-01T10:55:00Z",649.29,0.61,
"2018-10-01T10:55:00Z","2018-10-01T11:00:00Z",649.33,0.61,
