startDateTime,endDateTime,groundwaterSpecCond,groundwaterSpecCondExpUncert,groundwaterSpecCondRangeQF,groundwaterSpecCondPersistQF,groundwaterSpecCondStepQF,groundwaterSpecCondNullQF,groundwaterSpecCondGapQF,groundwaterSpecCondSpikeQF,validCalQF
"2017-02-01T00:00:00Z","2017-02-01T00:05:00Z",669.34,0.66,0,0,0,0,0,0,
"2017-02-01T00:05:00Z","2017-02-01T00:10:00Z",669.36,0.66,0,0,0,0,0,0,
"2017-02-01T00:10:00Z","2017-02-01T00:15:00Z",669.29,0.66,0,0,0,0,0,0,
"2017-02-01T00:15:00Z","2017-02-01T00:20:00Z",669.44,0.66,0,0,0,0,0,0,
"2017-02-01T00:20:00Z","2017-02-01T00:25:00Z",669.41,0.66,0,0,0,0,0,0,
"2017-02-01T00:25:00Z","2017-02-01T00:30:00Z",669.44,0.66,0,0,0,0,0,0,
"2017-02-01T00:30:00Z","2017-02-01T00:35:00Z",669.33,0.66,0,0,0,0,0,0,
"2017-02-01T00:35:00Z","2017-02-01T00:40:00Z",669.34,0.66,0,0,0,0,0,0,
"2017-02-01T00:40:00Z","2017-02-01T00:45:00Z",669.40,0.66,0,0,0,0,0,0,
"2017-02-01T00:45:00Z","2017-02-01T00:50:00Z",669.43,0.66,0,0,0,0,0,0,
"2017-02-01T00:50:00Z","2017-02-01T00:55:00Z",669.41,0.66,0,0,0,0,0,0,
"2017-02-01T00:55:00Z","2017-02-01T01:00:00Z",669.45,0.68,0,0,0,0,0,0,
"2017-02-01T01:00:00Z","2017-02-01T01:05:00Z",669.35,0.66,0,0,0,0,0,0,
"2017-02-01T01:05:00Z","2017-02-01T01:10:00Z",669.37,0.66,0,0,0,0,0,0,
"2017-02-01T01:10:00Z","2017-02-01T01:15:00Z",669.30,0.66,0,0,0,0,0,0,
"2017-02-01T01:15:00Z","2017-02-01T01:20:00Z",669.25,0.66,0,0,0,0,0,0,
"2017-02-01T01:20:00Z","2017-02-01T01:25:00Z",669.31,0.66,0,0,0,0,0,0,
"2017-02-01T01:25:00Z","2017-02-01T01:30:00Z",669.52,0.67,0,0,0,0,0,0,
"2017-02-01T01:30:00Z","2017-02-01T01:35:00Z",669.41,0.66,0,0,0,0,0,0,
"2017-02-01T01:35:00Z","2017-02-01T01:40:00Z",669.41,0.66,0,0,0,0,0,0,
"2017-02-01T01:40:00Z","2017-02-01T01:45:00Z",669.47,0.66,0,0,0,0,0,0,
"2017-02-01T01:45:00Z","2017-02-01T01:50:00Z",669.52,0.66,0,0,0,0,0,0,
"2017-02-01T01:50:00Z","2017-02-01T01:55:00Z",669.38,0.66,0,0,0,0,0,0,
"2017-02-01T01:55:00Z","2017-02-01T02:00:00Z",669.35,0.66,0,0,0,0,0,0,
