startDateTime,endDateTime,groundwaterSpecCond,groundwaterSpecCondExpUncert,groundwaterSpecCondRangeQF,groundwaterSpecCondPersistQF,groundwaterSpecCondStepQF,groundwaterSpecCondNullQF,groundwaterSpecCondGapQF,groundwaterSpecCondSpikeQF,validCalQF
"2017-07-01T00:00:00Z","2017-07-01T00:05:00Z",744.17,0.74,0,0,0,0,0,0,
"2017-07-01T00:05:00Z","2017-07-01T00:10:00Z",744.14,0.74,0,0,0,0,0,0,
"2017-07-01T00:10:00Z","2017-07-01T00:15:00Z",744.46,0.74,0,0,0,0,0,0,
"2017-07-01T00:15:00Z","2017-07-01T00:20:00Z",744.67,0.74,0,0,0,0,0,0,
"2017-07-01T00:20:00Z","2017-07-01T00:25:00Z",744.91,0.74,0,0,0,0,0,0,
"2017-07-01T00:25:00Z","2017-07-01T00:30:00Z",744.83,0.74,0,0,0,0,0,0,
"2017-07-01T00:30:00Z","2017-07-01T00:35:00Z",744.94,0.74,0,0,0,0,0,0,
"2017-07-01T00:35:00Z","2017-07-01T00:40:00Z",744.81,0.74,0,0,0,0,0,0,
"2017-07-01T00:40:00Z","2017-07-01T00:45:00Z",744.72,0.74,0,0,0,0,0,0,
"2017-07-01T00:45:00Z","2017-07-01T00:50:00Z",744.71,0.74,0,0,0,0,0,0,
"2017-07-01T00:50:00Z","2017-07-01T00:55:00Z",744.70,0.74,0,0,0,0,0,0,
"2017-07-01T00:55:00Z","2017-07-01T01:00:00Z",744.45,0.74,0,0,0,0,0,0,
"2017-07-01T01:00:00Z","2017-07-01T01:05:00Z",744.30,0.74,0,0,0,0,0,0,
"2017-07-01T01:05:00Z","2017-07-01T01:10:00Z",744.20,0.74,0,0,0,0,0,0,
"2017-07-01T01:10:00Z","2017-07-01T01:15:00Z",744.45,0.74,0,0,0,0,0,0,
"2017-07-01T01:15:00Z","2017-07-01T01:20:00Z",744.70,0.74,0,0,0,0,0,0,
"2017-07-01T01:20:00Z","2017-07-01T01:25:00Z",744.90,0.74,0,0,0,0,0,0,
"2017-07-01T01:25:00Z","2017-07-01T01:30:00Z",745.02,0.74,0,0,0,0,0,0,
"2017-07-01T01:30:00Z","2017-07-01T01:35:00Z",745.21,0.74,0,0,0,0,0,0,
"2017-07-01T01:35:00Z","2017-07-01T01:40:00Z",745.17,0.74,0,0,0,0,0,0,
"2017-07-01T01:40:00Z","2017-07-01T01:45:00Z",745.15,0.74,0,0,0,0,0,0,
"2017-07-01T01:45:00Z","2017-07-01T01:50:00Z",745.04,0.74,0,0,0,0,0,0,
"2017-07-01T01:50:00Z","2017-07-01T01:55:00Z",745.05,0.74,0,0,0,0,0,0,
"2017-07-01T01:55:00Z","2017-07-01T02:00:00Z",744.79,0.74,0,0,0,0,0,0,
"2017-07-01T02:00:00Z","2017-07-01T02:05:00Z",744.75,0.74,0,0,0,0,0,0,
"2017-07-01T02:05:00Z","2017-07-01T02:10:00Z",744.74,0.74,0,0,0,0,0,0,
"2017-07-01T02:10:00Z","2017-07-01T02:15:00Z",744.75,0.74,0,0,0,0,0,0,
"2017-07-01T02:15:00Z","2017-07-01T02:20:00Z",744.74,0.74,0,0,0,0,0,0,
"2017-07-01T02:20:00Z","2017-07-01T02:25:00Z",744.83,0.74,0,0,0,0,0,0,
"2017-07-01T02:25:00Z","2017-07-01T02:30:00Z",744.98,0.74,0,0,0,0,0,0,
"2017-07-01T02:30:00Z","2017-07-01T02:35:00Z",745.21,0.74,0,0,0,0,0,0,
"2017-07-01T02:35:00Z","2017-07-01T02:40:00Z",745.15,0.74,0,0,0,0,0,0,
"2017-07-01T02:40:00Z","2017-07-01T02:45:00Z",745.09,0.74,0,0,0,0,0,0,
"2017-07-01T02:45:00Z","2017-07-01T02:50:00Z",744.82,0.74,0,0,0,0,0,0,
"2017-07-01T02:50:00Z","2017-07-01T02:55:00Z",744.83,0.74,0,0,0,0,0,0,
"2017-07-01T02:55:00Z","2017-07-01T03:00:00Z",744.83,0.74,0,0,0,0,0,0,
"2017-07-01T03:00:00Z","2017-07-01T03:05:00Z",744.81,0.74,0,0,0,0,0,0,
"2017-07-01T03:05:00Z","2017-07-01T03:10:00Z",744.77,0.74,0,0,0,0,0,0,
"2017-07-01T03:10:00Z","2017-07-01T03:15:00Z",744.95,0.74,0,0,0,0,0,0,
"2017-07-01T03:15:00Z","2017-07-01T03:20:00Z",745.14,0.74,0,0,0,0,0,0,
"2017-07-01T03:20:00Z","2017-07-01T03:25:00Z",745.07,0.74,0,0,0,0,0,0,
"2017-07-01T03:25:00Z","2017-07-01T03:30:00Z",745.00,0.74,0,0,0,0,0,0,
"2017-07-01T03:30:00Z","2017-07-01T03:35:00Z",744.85,0.74,0,0,0,0,0,0,
"2017-07-01T03:35:00Z","2017-07-01T03:40:00Z",744.81,0.74,0,0,0,0,0,0,
"2017-07-01T03:40:00Z","2017-07-01T03:45:00Z",744.93,0.74,0,0,0,0,0,0,
"2017-07-01T03:45:00Z","2017-07-01T03:50:00Z",745.02,0.74,0,0,0,0,0,0,
"2017-07-01T03:50:00Z","2017-07-01T03:55:00Z",745.14,0.74,0,0,0,0,0,0,
"2017-07-01T03:55:00Z","2017-07-01T04:00:00Z",745.00,0.74,0,0,0,0,0,0,
"2017-07-01T04:00:00Z","2017-07-01T04:05:00Z",744.70,0.74,0,0,0,0,0,0,
"2017-07-01T04:05:00Z","2017-07-01T04:10:00Z",744.67,0.74,0,0,0,0,0,0,
"2017-07-01T04:10:00Z","2017-07-01T04:15:00Z",744.52,0.74,0,0,0,0,0,0,
"2017-07-01T04:15:00Z","2017-07-01T04:20:00Z",744.74,0.74,0,0,0,0,0,0,
"2017-07-01T04:20:00Z","2017-07-01T04:25:00Z",744.77,0.74,0,0,0,0,0,0,
"2017-07-01T04:25:00Z","2017-07-01T04:30:00Z",744.85,0.74,0,0,0,0,0,0,
"2017-07-01T04:30:00Z","2017-07-01T04:35:00Z",744.60,0.74,0,0,0,0,0,0,
"2017-07-01T04:35:00Z","2017-07-01T04:40:00Z",744.62,0.74,0,0,0,0,0,0,
"2017-07-01T04:40:00Z","2017-07-01T04:45:00Z",744.62,0.74,0,0,0,0,0,0,
"2017-07-01T04:45:00Z","2017-07-01T04:50:00Z",744.58,0.74,0,0,0,0,0,0,
"2017-07-01T04:50:00Z","2017-07-01T04:55:00Z",744.80,0.74,0,0,0,0,0,0,
"2017-07-01T04:55:00Z","2017-07-01T05:00:00Z",744.92,0.74,0,0,0,0,0,0,
"2017-07-01T05:00:00Z","2017-07-01T05:05:00Z",744.95,0.74,0,0,0,0,0,0,
"2017-07-01T05:05:00Z","2017-07-01T05:10:00Z",744.86,0.74,0,0,0,0,0,0,
"2017-07-01T05:10:00Z","2017-07-01T05:15:00Z",744.93,0.74,0,0,0,0,0,0,
"2017-07-01T05:15:00Z","2017-07-01T05:20:00Z",744.76,0.74,0,0,0,0,0,0,
"2017-07-01T05:20:00Z","2017-07-01T05:25:00Z",744.60,0.74,0,0,0,0,0,0,
"2017-07-01T05:25:00Z","2017-07-01T05:30:00Z",744.58,0.74,0,0,0,0,0,0,
"2017-07-01T05:30:00Z","2017-07-01T05:35:00Z",744.54,0.74,0,0,0,0,0,0,
"2017-07-01T05:35:00Z","2017-07-01T05:40:00Z",744.49,0.74,0,0,0,0,0,0,
"2017-07-01T05:40:00Z","2017-07-01T05:45:00Z",744.30,0.74,0,0,0,0,0,0,
"2017-07-01T05:45:00Z","2017-07-01T05:50:00Z",744.11,0.74,0,0,0,0,0,0,
"2017-07-01T05:50:00Z","2017-07-01T05:55:00Z",744.23,0.74,0,0,0,0,0,0,
"2017-07-01T05:55:00Z","2017-07-01T06:00:00Z",744.20,0.74,0,0,0,0,0,0,
"2017-07-01T06:00:00Z","2017-07-01T06:05:00Z",744.29,0.74,0,0,0,0,0,0,
"2017-07-01T06:05:00Z","2017-07-01T06:10:00Z",744.33,0.74,0,0,0,0,0,0,
"2017-07-01T06:10:00Z","2017-07-01T06:15:00Z",744.50,0.74,0,0,0,0,0,0,
"2017-07-01T06:15:00Z","2017-07-01T06:20:00Z",744.54,0.74,0,0,0,0,0,0,
"2017-07-01T06:20:00Z","2017-07-01T06:25:00Z",744.46,0.74,0,0,0,0,0,0,
"2017-07-01T06:25:00Z","2017-07-01T06:30:00Z",744.37,0.74,0,0,0,0,0,0,
"2017-07-01T06:30:00Z","2017-07-01T06:35:00Z",744.47,0.74,0,0,0,0,0,0,
"2017-07-01T06:35:00Z","2017-07-01T06:40:00Z",744.52,0.74,0,0,0,0,0,0,
"2017-07-01T06:40:00Z","2017-07-01T06:45:00Z",744.76,0.74,0,0,0,0,0,0,
"2017-07-01T06:45:00Z","2017-07-01T06:50:00Z",744.80,0.74,0,0,0,0,0,0,
