startDateTime,endDateTime,groundwaterSpecCond,groundwaterSpecCondExpUncert,groundwaterSpecCondRangeQF,groundwaterSpecCondPersistQF,groundwaterSpecCondStepQF,groundwaterSpecCondNullQF,groundwaterSpecCondGapQF,groundwaterSpecCondSpikeQF,validCalQF
"2017-04-01T00:00:00Z","2017-04-01T00:05:00Z",746.79,0.74,0,0,0,0,0,0,
"2017-04-01T00:05:00Z","2017-04-01T00:10:00Z",745.60,0.74,0,0,0,0,0,0,
"2017-04-01T00:10:00Z","2017-04-01T00:15:00Z",747.36,0.74,0,0,0,0,0,0,
"2017-04-01T00:15:00Z","2017-04-01T00:20:00Z",745.31,0.74,0,0,0,0,0,0,
"2017-04-01T00:20:00Z","2017-04-01T00:25:00Z",742.73,0.74,0,0,0,0,0,0,
"2017-04-01T00:25:00Z","2017-04-01T00:30:00Z",745.50,0.92,0,0,0,0,0,0,
"2017-04-01T00:30:00Z","2017-04-01T00:35:00Z",746.03,0.74,0,0,0,0,0,0,
"2017-04-01T00:35:00Z","2017-04-01T00:40:00Z",745.57,0.74,0,0,0,0,0,0,
"2017-04-01T00:40:00Z","2017-04-01T00:45:00Z",745.41,0.74,0,0,0,0,0,0,
"2017-04-01T00:45:00Z","2017-04-01T00:50:00Z",746.91,0.74,0,0,0,0,0,0,
"2017-04-01T00:50:00Z","2017-04-01T00:55:00Z",745.13,0.74,0,0,0,0,0,0,
"2017-04-01T00:55:00Z","2017-04-01T01:00:00Z",746.38,0.85,0,0,0,0,0,0,
"2017-04-01T01:00:00Z","2017-04-01T01:05:00Z",747.53,0.74,0,0,0,0,0,0,
"2017-04-01T01:05:00Z","2017-04-01T01:10:00Z",746.20,0.74,0,0,0,0,0,0,
"2017-04-01T01:10:00Z","2017-04-01T01:15:00Z",747.97,0.74,0,0,0,0,0,0,
"2017-04-01T01:15:00Z","2017-04-01T01:20:00Z",747.83,0.74,0,0,0,0,0,0,
"2017-04-01T01:20:00Z","2017-04-01T01:25:00Z",746.05,0.74,0,0,0,0,0,0,
"2017-04-01T01:25:00Z","2017-04-01T01:30:00Z",745.22,0.86,0,0,0,0,0,0,
"2017-04-01T01:30:00Z","2017-04-01T01:35:00Z",745.46,0.74,0,0,0,0,0,0,
"2017-04-01T01:35:00Z","2017-04-01T01:40:00Z",746.82,0.74,0,0,0,0,0,0,
"2017-04-01T01:40:00Z","2017-04-01T01:45:00Z",747.12,0.74,0,0,0,0,0,0,
"2017-04-01T01:45:00Z","2017-04-01T01:50:00Z",747.14,0.74,0,0,0,0,0,0,
"2017-04-01T01:50:00Z","2017-04-01T01:55:00Z",747.27,0.74,0,0,0,0,0,0,
"2017-04-01T01:55:00Z","2017-04-01T02:00:00Z",748.39,0.97,0,0,0,0,0,0,
"2017-04-01T02:00:00Z","2017-04-01T02:05:00Z",746.74,0.74,0,0,0,0,0,0,
"2017-04-01T02:05:00Z","2017-04-01T02:10:00Z",745.41,0.74,0,0,0,0,0,0,
"2017-04-01T02:10:00Z","2017-04-01T02:15:00Z",743.43,0.74,0,0,0,0,0,0,
"2017-04-01T02:15:00Z","2017-04-01T02:20:00Z",744.96,0.74,0,0,0,0,0,0,
"2017-04-01T02:20:00Z","2017-04-01T02:25:00Z",745.58,0.74,0,0,0,0,0,0,
"2017-04-01T02:25:00Z","2017-04-01T02:30:00Z",746.76,,0,0,1,0,0,0,
"2017-04-01T02:30:00Z","2017-04-01T02:35:00Z",742.41,,0,0,1,0,0,0,
"2017-04-01T02:35:00Z","2017-04-01T02:40:00Z",745.30,0.74,0,0,0,0,0,0,
"2017-04-01T02:40:00Z","2017-04-01T02:45:00Z",745.68,0.74,0,0,0,0,0,0,
"2017-04-01T02:45:00Z","2017-04-01T02:50:00Z",745.13,0.74,0,0,0,0,0,0,
"2017-04-01T02:50:00Z","2017-04-01T02:55:00Z",743.95,0.74,0,0,0,0,0,0,
"2017-04-01T02:55:00Z","2017-04-01T03:00:00Z",745.62,0.91,0,0,0,0,0,0,
"2017-04-01T03:00:00Z","2017-04-01T03:05:00Z",743.85,0.74,0,0,0,0,0,0,
"2017-04-01T03:05:00Z","2017-04-01T03:10:00Z",746.02,0.74,0,0,0,0,0,0,
"2017-04-01T03:10:00Z","2017-04-01T03:15:00Z",745.76,0.74,0,0,0,0,0,0,
"2017-04-01T03:15:00Z","2017-04-01T03:20:00Z",745.75,0.74,0,0,0,0,0,0,
"2017-04-01T03:20:00Z","2017-04-01T03:25:00Z",745.48,0.74,0,0,0,0,0,0,
"2017-04-01T03:25:00Z","2017-04-01T03:30:00Z",744.70,0.77,0,0,0,0,0,0,
"2017-04-01T03:30:00Z","2017-04-01T03:35:00Z",742.90,0.74,0,0,0,0,0,0,
"2017-04-01T03:35:00Z","2017-04-01T03:40:00Z",744.26,0.74,0,0,0,0,0,0,
"2017-04-01T03:40:00Z","2017-04-01T03:45:00Z",740.74,0.74,0,0,0,0,0,0,
"2017-04-01T03:45:00Z","2017-04-01T03:50:00Z",740.47,0.74,0,0,0,0,0,0,
"2017-04-01T03:50:00Z","2017-04-01T03:55:00Z",742.55,0.74,0,0,0,0,0,0,
"2017-04-01T03:55:00Z","2017-04-01T04:00:00Z",744.17,0.76,0,0,0,0,0,0,
"2017-04-01T04:00:00Z","2017-04-01T04:05:00Z",744.39,0.74,0,0,0,0,0,0,
"2017-04-01T04:05:00Z","2017-04-01T04:10:00Z",743.97,0.74,0,0,0,0,0,0,
"2017-04-01T04:10:00Z","2017-04-01T04:15:00Z",744.79,0.74,0,0,0,0,0,0,
"2017-04-01T04:15:00Z","2017-04-01T04:20:00Z",742.77,0.74,0,0,0,0,0,0,
"2017-04-01T04:20:00Z","2017-04-01T04:25:00Z",742.93,0.74,0,0,0,0,0,0,
"2017-04-01T04:25:00Z","2017-04-01T04:30:00Z",743.26,1.13,0,0,0,0,0,0,
"2017-04-01T04:30:00Z","2017-04-01T04:35:00Z",742.93,0.74,0,0,0,0,0,0,
"2017-04-01T04:35:00Z","2017-04-01T04:40:00Z",742.80,0.74,0,0,0,0,0,0,
"2017-04-01T04:40:00Z","2017-04-01T04:45:00Z",742.31,0.74,0,0,0,0,0,0,
"2017-04-01T04:45:00Z","2017-04-01T04:50:00Z",741.98,0.74,0,0,0,0,0,0,
"2017-04-01T04:50:00Z","2017-04-01T04:55:00Z",740.70,0.74,0,0,0,0,0,0,
"2017-04-01T04:55:00Z","2017-04-01T05:00:00Z",741.27,1.26,0,0,0,0,0,0,
"2017-04-01T05:00:00Z","2017-04-01T05:05:00Z",741.81,0.74,0,0,0,0,0,0,
"2017-04-01T05:05:00Z","2017-04-01T05:10:00Z",740.40,0.74,0,0,0,0,0,0,
"2017-04-01T05:10:00Z","2017-04-01T05:15:00Z",741.69,0.74,0,0,0,0,0,0,
"2017-04-01T05:15:00Z","2017-04-01T05:20:00Z",742.75,0.74,0,0,0,0,0,0,
"2017-04-01T05:20:00Z","2017-04-01T05:25:00Z",741.85,0.74,0,0,0,0,0,0,
"2017-04-01T05:25:00Z","2017-04-01T05:30:00Z",744.10,0.80,0,0,0,0,0,0,
"2017-04-01T05:30:00Z","2017-04-01T05:35:00Z",746.02,0.74,0,0,0,0,0,0,
"2017-04-01T05:35:00Z","2017-04-01T05:40:00Z",746.30,0.74,0,0,0,0,0,0,
"2017-04-01T05:40:00Z","2017-04-01T05:45:00Z",745.53,0.74,0,0,0,0,0,0,
"2017-04-01T05:45:00Z","2017-04-01T05:50:00Z",744.55,0.74,0,0,0,0,0,0,
"2017-04-01T05:50:00Z","2017-04-01T05:55:00Z",743.95,0.74,0,0,0,0,0,0,
"2017-04-01T05:55:00Z","2017-04-01T06:00:00Z",743.44,1.14,0,0,0,0,0,0,
"2017-04-01T06:00:00Z","2017-04-01T06:05:00Z",740.88,0.74,0,0,0,0,0,0,
"2017-04-01T06:05:00Z","2017-04-01T06:10:00Z",743.61,0.74,0,0,0,0,0,0,
"2017-04-01T06:10:00Z","2017-04-01T06:15:00Z",743.31,0.74,0,0,0,0,0,0,
"2017-04-01T06:15:00Z","2017-04-01T06:20:00Z",743.91,0.74,0,0,0,0,0,0,
"2017-04-01T06:20:00Z","2017-04-01T06:25:00Z",743.34,0.74,0,0,0,0,0,0,
"2017-04-01T06:25:00Z","2017-04-01T06:30:00Z",743.63,1.10,0,0,0,0,0,0,
"2017-04-01T06:30:00Z","2017-04-01T06:35:00Z",744.16,0.74,0,0,0,0,0,0,
"2017-04-01T06:35:00Z","2017-04-01T06:40:00Z",744.20,0.74,0,0,0,0,0,0,
"2017-04-01T06:40:00Z","2017-04-01T06:45:00Z",744.71,0.74,0,0,0,0,0,0,
"2017-04-01T06:45:00Z","2017-04-01T06:50:00Z",745.61,0.74,0,0,0,0,0,0,
"2017-04-01T06:50:00Z","2017-04-01T06:55:00Z",743.05,0.74,0,0,0,0,0,0,
"2017-04-01T06:55:00Z","2017-04-01T07:00:00Z",743.66,0.93,0,0,0,0,0,0,
"2017-04-01T07:00:00Z","2017-04-01T07:05:00Z",744.39,0.74,0,0,0,0,0,0,
"2017-04-01T07:05:00Z","2017-04-01T07:10:00Z",741.72,0.74,0,0,0,0,0,0,
"2017-04-01T07:10:00Z","2017-04-01T07:15:00Z",742.02,0.74,0,0,0,0,0,0,
"2017-04-01T07:15:00Z","2017-04-01T07:20:00Z",740.40,0.74,0,0,0,0,0,0,
"2017-04-01T07:20:00Z","2017-04-01T07:25:00Z",741.03,0.74,0,0,0,0,0,0,
"2017-04-01T07:25:00Z","2017-04-01T07:30:00Z",739.64,1.03,0,0,0,0,0,0,
"2017-04-01T07:30:00Z","2017-04-01T07:35:00Z",740.85,0.74,0,0,0,0,0,0,
"2017-04-01T07:35:00Z","2017-04-01T07:40:00Z",740.40,0.74,0,0,0,0,0,0,
"2017-04-01T07:40:00Z","2017-04-01T07:45:00Z",741.51,0.74,0,0,0,0,0,0,
"2017-04-01T07:45:00Z","2017-04-01T07:50:00Z",740.42,0.74,0,0,0,0,0,0,
"2017-04-01T07:50:00Z","2017-04-01T07:55:00Z",738.85,0.73,0,0,0,0,0,0,
"2017-04-01T07:55:00Z","2017-04-01T08:00:00Z",737.16,1.14,0,0,0,0,0,0,
"2017-04-01T08:00:00Z","2017-04-01T08:05:00Z",736.99,0.73,0,0,0,0,0,0,
"2017-04-01T08:05:00Z","2017-04-01T08:10:00Z",737.47,0.73,0,0,0,0,0,0,
"2017-04-01T08:10:00Z","2017-04-01T08:15:00Z",739.31,0.74,0,0,0,0,0,0,
"2017-04-01T08:15:00Z","2017-04-01T08:20:00Z",740.01,0.74,0,0,0,0,0,0,
"2017-04-01T08:20:00Z","2017-04-01T08:25:00Z",740.29,0.74,0,0,0,0,0,0,
"2017-04-01T08:25:00Z","2017-04-01T08:30:00Z",738.20,1.09,0,0,0,0,0,0,
"2017-04-01T08:30:00Z","2017-04-01T08:35:00Z",738.87,0.73,0,0,0,0,0,0,
"2017-04-01T08:35:00Z","2017-04-01T08:40:00Z",740.89,0.74,0,0,0,0,0,0,
"2017-04-01T08:40:00Z","2017-04-01T08:45:00Z",742.91,0.74,0,0,0,0,0,0,
"2017-04-01T08:45:00Z","2017-04-01T08:50:00Z",739.94,0.74,0,0,0,0,0,0,
"2017-04-01T08:50:00Z","2017-04-01T08:55:00Z",738.40,0.74,0,0,0,0,0,0,
"2017-04-01T08:55:00Z","2017-04-01T09:00:00Z",737.86,0.91,0,0,0,0,0,0,
"2017-04-01T09:00:00Z","2017-04-01T09:05:00Z",738.26,0.74,0,0,0,0,0,0,
"2017-04-01T09:05:00Z","2017-04-01T09:10:00Z",739.10,0.74,0,0,0,0,0,0,
"2017-04-01T09:10:00Z","2017-04-01T09:15:00Z",737.56,0.73,0,0,0,0,0,0,
"2017-04-01T09:15:00Z","2017-04-01T09:20:00Z",739.10,0.73,0,0,0,0,0,0,
"2017-04-01T09:20:00Z","2017-04-01T09:25:00Z",737.63,0.73,0,0,0,0,0,0,
"2017-04-01T09:25:00Z","2017-04-01T09:30:00Z",736.45,0.87,0,0,0,0,0,0,
"2017-04-01T09:30:00Z","2017-04-01T09:35:00Z",736.43,0.73,0,0,0,0,0,0,
"2017-04-01T09:35:00Z","2017-04-01T09:40:00Z",736.13,0.73,0,0,0,0,0,0,
"2017-04-01T09:40:00Z","2017-04-01T09:45:00Z",737.62,0.73,0,0,0,0,0,0,
