startDateTime,endDateTime,groundwaterSpecCond,groundwaterSpecCondExpUncert,groundwaterSpecCondRangeQF,groundwaterSpecCondPersistQF,groundwaterSpecCondStepQF,groundwaterSpecCondNullQF,groundwaterSpecCondGapQF,groundwaterSpecCondSpikeQF,validCalQF
"2017-02-01T00:00:00Z","2017-02-01T00:05:00Z",672.31,0.67,0,0,0,0,0,0,
"2017-02-01T00:05:00Z","2017-02-01T00:10:00Z",672.43,0.67,0,0,0,0,0,0,
"2017-02-01T00:10:00Z","2017-02-01T00:15:00Z",672.56,0.67,0,0,0,0,0,0,
"2017-02-01T00:15:00Z","2017-02-01T00:20:00Z",672.12,0.67,0,0,0,0,0,0,
"2017-02-01T00:20:00Z","2017-02-01T00:25:00Z",671.86,0.67,0,0,0,0,0,0,
"2017-02-01T00:25:00Z","2017-02-01T00:30:00Z",672.05,0.67,0,0,0,0,0,0,
"2017-02-01T00:30:00Z","2017-02-01T00:35:00Z",672.35,0.67,0,0,0,0,0,0,
"2017-02-01T00:35:00Z","2017-02-01T00:40:00Z",672.32,0.67,0,0,0,0,0,0,
"2017-02-01T00:40:00Z","2017-02-01T00:45:00Z",672.71,0.68,0,0,0,0,0,0,
"2017-02-01T00:45:00Z","2017-02-01T00:50:00Z",672.02,0.68,0,0,0,0,0,0,
"2017-02-01T00:50:00Z","2017-02-01T00:55:00Z",671.47,0.68,0,0,0,0,0,0,
"2017-02-01T00:55:00Z","2017-02-01T01:00:00Z",671.57,0.71,0,0,0,0,0,0,
"2017-02-01T01:00:00Z","2017-02-01T01:05:00Z",671.10,0.68,0,0,0,0,0,0,
"2017-02-01T01:05:00Z","2017-02-01T01:10:00Z",670.24,0.68,0,0,0,0,0,0,
"2017-02-01T01:10:00Z","2017-02-01T01:15:00Z",669.60,0.68,0,0,0,0,0,0,
"2017-02-01T01:15:00Z","2017-02-01T01:20:00Z",669.30,0.68,0,0,0,0,0,0,
"2017-02-01T01:20:00Z","2017-02-01T01:25:00Z",669.10,0.68,0,0,0,0,0,0,
"2017-02-01T01:25:00Z","2017-02-01T01:30:00Z",669.16,0.69,0,0,0,0,0,0,
"2017-02-01T01:30:00Z","2017-02-01T01:35:00Z",669.07,0.67,0,0,0,0,0,0,
"2017-02-01T01:35:00Z","2017-02-01T01:40:00Z",669.89,0.68,0,0,0,0,0,0,
"2017-02-01T01:40:00Z","2017-02-01T01:45:00Z",670.59,0.68,0,0,0,0,0,0,
"2017-02-01T01:45:00Z","2017-02-01T01:50:00Z",670.82,0.68,0,0,0,0,0,0,
"2017-02-01T01:50:00Z","2017-02-01T01:55:00Z",670.30,0.68,0,0,0,0,0,0,
"2017-02-01T01:55:00Z","2017-02-01T02:00:00Z",669.77,0.68,0,0,0,0,0,0,
"2017-02-01T02:00:00Z","2017-02-01T02:05:00Z",669.61,0.67,0,0,0,0,0,0,
"2017-02-01T02:05:00Z","2017-02-01T02:10:00Z",670.04,0.67,0,0,0,0,0,0,
"2017-02-01T02:10:00Z","2017-02-01T02:15:00Z",670.75,0.68,0,0,0,0,0,0,
"2017-02-01T02:15:00Z","2017-02-01T02:20:00Z",670.47,0.68,0,0,0,0,0,0,
"2017-02-01T02:20:00Z","2017-02-01T02:25:00Z",670.25,0.68,0,0,0,0,0,0,
"2017-02-01T02:25:00Z","2017-02-01T02:30:00Z",670.14,0.69,0,0,0,0,0,0,
"2017-02-01T02:30:00Z","2017-02-01T02:35:00Z",670.10,0.68,0,0,0,0,0,0,
"2017-02-01T02:35:00Z","2017-02-01T02:40:00Z",669.89,0.68,0,0,0,0,0,0,
"2017-02-01T02:40:00Z","2017-02-01T02:45:00Z",670.41,0.68,0,0,0,0,0,0,
"2017-02-01T02:45:00Z","2017-02-01T02:50:00Z",670.66,0.68,0,0,0,0,0,0,
"2017-02-01T02:50:00Z","2017-02-01T02:55:00Z",670.31,0.68,0,0,0,0,0,0,
"2017-02-01T02:55:00Z","2017-02-01T03:00:00Z",669.42,0.68,0,0,0,0,0,0,
"2017-02-01T03:00:00Z","2017-02-01T03:05:00Z",669.56,0.67,0,0,0,0,0,0,
"2017-02-01T03:05:00Z","2017-02-01T03:10:00Z",670.17,0.67,0,0,0,0,0,0,
"2017-02-01T03:10:00Z","2017-02-01T03:15:00Z",670.55,0.67,0,0,0,0,0,0,
"2017-02-01T03:15:00Z","2017-02-01T03:20:00Z",670.64,0.68,0,0,0,0,0,0,
"2017-02-01T03:20:00Z","2017-02-01T03:25:00Z",669.73,0.67,0,0,0,0,0,0,
"2017-02-01T03:25:00Z","2017-02-01T03:30:00Z",669.89,0.67,0,0,0,0,0,0,
"2017-02-01T03:30:00Z","2017-02-01T03:35:00Z",670.46,0.67,0,0,0,0,0,0,
"2017-02-01T03:35:00Z","2017-02-01T03:40:00Z",670.53,0.68,0,0,0,0,0,0,
"2017-02-01T03:40:00Z","2017-02-01T03:45:00Z",669.59,0.68,0,0,0,0,0,0,
"2017-02-01T03:45:00Z","2017-02-01T03:50:00Z",669.66,0.68,0,0,0,0,0,0,
"2017-02-01T03:50:00Z","2017-02-01T03:55:00Z",669.63,0.68,0,0,0,0,0,0,
"2017-02-01T03:55:00Z","2017-02-01T04:00:00Z",669.21,0.69,0,0,0,0,0,0,
"2017-02-01T04:00:00Z","2017-02-01T04:05:00Z",668.94,0.68,0,0,0,0,0,0,
"2017-02-01T04:05:00Z","2017-02-01T04:10:00Z",668.82,0.68,0,0,0,0,0,0,
"2017-02-01T04:10:00Z","2017-02-01T04:15:00Z",669.07,0.68,0,0,0,0,0,0,
"2017-02-01T04:15:00Z","2017-02-01T04:20:00Z",669.10,0.68,0,0,0,0,0,0,
"2017-02-01T04:20:00Z","2017-02-01T04:25:00Z",668.67,0.67,0,0,0,0,0,0,
"2017-02-01T04:25:00Z","2017-02-01T04:30:00Z",669.18,0.68,0,0,0,0,0,0,
"2017-02-01T04:30:00Z","2017-02-01T04:35:00Z",669.07,0.67,0,0,0,0,0,0,
"2017-02-01T04:35:00Z","2017-02-01T04:40:00Z",668.84,0.67,0,0,0,0,0,0,
"2017-02-01T04:40:00Z","2017-02-01T04:45:00Z",669.32,0.67,0,0,0,0,0,0,
"2017-02-01T04:45:00Z","2017-02-01T04:50:00Z",669.99,0.67,0,0,0,0,0,0,
"2017-02-01T04:50:00Z","2017-02-01T04:55:00Z",670.30,0.67,0,0,0,0,0,0,
"2017-02-01T04:55:00Z","2017-02-01T05:00:00Z",670.88,0.69,0,0,0,0,0,0,
"2017-02-01T05:00:00Z","2017-02-01T05:05:00Z",670.84,0.68,0,0,0,0,0,0,
"2017-02-01T05:05:00Z","2017-02-01T05:10:00Z",670.74,0.68,0,0,0,0,0,0,
"2017-02-01T05:10:00Z","2017-02-01T05:15:00Z",670.43,0.68,0,0,0,0,0,0,
"2017-02-01T05:15:00Z","2017-02-01T05:20:00Z",669.24,0.68,0,0,0,0,0,0,
"2017-02-01T05:20:00Z","2017-02-01T05:25:00Z",669.19,0.68,0,0,0,0,0,0,
"2017-02-01T05:25:00Z","2017-02-01T05:30:00Z",668.74,0.68,0,0,0,0,0,0,
"2017-02-01T05:30:00Z","2017-02-01T05:35:00Z",669.07,0.68,0,0,0,0,0,0,
"2017-02-01T05:35:00Z","2017-02-01T05:40:00Z",669.09,0.68,0,0,0,0,0,0,
"2017-02-01T05:40:00Z","2017-02-01T05:45:00Z",668.91,0.68,0,0,0,0,0,0,
"2017-02-01T05:45:00Z","2017-02-01T05:50:00Z",668.62,0.68,0,0,0,0,0,0,
"2017-02-01T05:50:00Z","2017-02-01T05:55:00Z",668.64,0.67,0,0,0,0,0,0,
"2017-02-01T05:55:00Z","2017-02-01T06:00:00Z",668.85,0.68,0,0,0,0,0,0,
"2017-02-01T06:00:00Z","2017-02-01T06:05:00Z",669.20,0.67,0,0,0,0,0,0,
"2017-02-01T06:05:00Z","2017-02-01T06:10:00Z",669.78,0.67,0,0,0,0,0,0,
"2017-02-01T06:10:00Z","2017-02-01T06:15:00Z",670.33,0.67,0,0,0,0,0,0,
"2017-02-01T06:15:00Z","2017-02-01T06:20:00Z",670.31,0.67,0,0,0,0,0,0,
"2017-02-01T06:20:00Z","2017-02-01T06:25:00Z",670.08,0.67,0,0,0,0,0,0,
"2017-02-01T06:25:00Z","2017-02-01T06:30:00Z",670.45,0.68,0,0,0,0,0,0,
"2017-02-01T06:30:00Z","2017-02-01T06:35:00Z",670.91,0.67,0,0,0,0,0,0,
"2017-02-01T06:35:00Z","2017-02-01T06:40:00Z",670.78,0.67,0,0,0,0,0,0,
"2017-02-01T06:40:00Z","2017-02-01T06:45:00Z",671.15,0.67,0,0,0,0,0,0,
"2017-02-01T06:45:00Z","2017-02-01T06:50:00Z",670.94,,0,0,0,0,0,0,
"2017-02-01T06:50:00Z","2017-02-01T06:55:00Z",671.23,0.67,0,0,0,0,0,0,
"2017-02-01T06:55:00Z","2017-02-01T07:00:00Z",671.24,0.67,0,0,0,0,0,0,
"2017-02-01T07:00:00Z","2017-02-01T07:05:00Z",671.84,0.67,0,0,0,0,0,0,
"2017-02-01T07:05:00Z","2017-02-01T07:10:00Z",671.72,0.67,0,0,0,0,0,0,
"2017-02-01T07:10:00Z","2017-02-01T07:15:00Z",671.84,0.67,0,0,0,0,0,0,
"2017-02-01T07:15:00Z","2017-02-01T07:20:00Z",671.49,0.67,0,0,0,0,0,0,
"2017-02-01T07:20:00Z","2017-02-01T07:25:00Z",671.28,0.67,0,0,0,0,0,0,
"2017-02-01T07:25:00Z","2017-02-01T07:30:00Z",671.45,0.67,0,0,0,0,0,0,
"2017-02-01T07:30:00Z","2017-02-01T07:35:00Z",671.41,0.67,0,0,0,0,0,0,
"2017-02-01T07:35:00Z","2017-02-01T07:40:00Z",671.88,0.67,0,0,0,0,0,0,
"2017-02-01T07:40:00Z","2017-02-01T07:45:00Z",672.18,0.67,0,0,0,0,0,0,
"2017-02-01T07:45:00Z","2017-02-01T07:50:00Z",671.90,0.67,0,0,0,0,0,0,
"2017-02-01T07:50:00Z","2017-02-01T07:55:00Z",671.78,0.67,0,0,0,0,0,0,
"2017-02-01T07:55:00Z","2017-02-01T08:00:00Z",671.94,0.68,0,0,0,0,0,0,
"2017-02-01T08:00:00Z","2017-02-01T08:05:00Z",671.95,0.67,0,0,0,0,0,0,
"2017-02-01T08:05:00Z","2017-02-01T08:10:00Z",671.78,0.68,0,0,0,0,0,0,
"2017-02-01T08:10:00Z","2017-02-01T08:15:00Z",671.57,0.68,0,0,0,0,0,0,
"2017-02-01T08:15:00Z","2017-02-01T08:20:00Z",671.29,0.68,0,0,0,0,0,0,
"2017-02-01T08:20:00Z","2017-02-01T08:25:00Z",670.95,0.68,0,0,0,0,0,0,
"2017-02-01T08:25:00Z","2017-02-01T08:30:00Z",670.96,0.68,0,0,0,0,0,0,
"2017-02-01T08:30:00Z","2017-02-01T08:35:00Z",670.93,0.67,0,0,0,0,0,0,
"2017-02-01T08:35:00Z","2017-02-01T08:40:00Z",671.01,0.68,0,0,0,0,0,0,
"2017-02-01T08:40:00Z","2017-02-01T08:45:00Z",671.27,0.67,0,0,0,0,0,0,
"2017-02-01T08:45:00Z","2017-02-01T08:50:00Z",670.63,0.67,0,0,0,0,0,0,
"2017-02-01T08:50:00Z","2017-02-01T08:55:00Z",671.13,0.67,0,0,0,0,0,0,
"2017-02-01T08:55:00Z","2017-02-01T09:00:00Z",671.18,0.68,0,0,0,0,0,0,
"2017-02-01T09:00:00Z","2017-02-01T09:05:00Z",671.45,0.67,0,0,0,0,0,0,
"2017-02-01T09:05:00Z","2017-02-01T09:10:00Z",670.89,0.68,0,0,0,0,0,0,
"2017-02-01T09:10:00Z","2017-02-01T09:15:00Z",670.73,0.68,0,0,0,0,0,0,
"2017-02-01T09:15:00Z","2017-02-01T09:20:00Z",670.80,0.68,0,0,0,0,0,0,
"2017-02-01T09:20:00Z","2017-02-01T09:25:00Z",670.77,0.68,0,0,0,0,0,0,
"2017-02-01T09:25:00Z","2017-02-01T09:30:00Z",670.37,0.68,0,0,0,0,0,0,
"2017-02-01T09:30:00Z","2017-02-01T09:35:00Z",670.62,0.67,0,0,0,0,0,0,
"2017-02-01T09:35:00Z","2017-02-01T09:40:00Z",671.07,0.67,0,0,0,0,0,0,
"2017-02-01T09:40:00Z","2017-02-01T09:45:00Z",671.26,0.68,0,0,0,0,0,0,
"2017-02-01T09:45:00Z","2017-02-01T09:50:00Z",671.44,0.68,0,0,0,0,0,0,
"2017-02-01T09:50:00Z","2017-02-01T09:55:00Z",671.08,0.68,0,0,0,0,0,0,
"2017-02-01T09:55:00Z","2017-02-01T10:00:00Z",670.76,0.68,0,0,0,0,0,0,
"2017-02-01T10:00:00Z","2017-02-01T10:05:00Z",671.38,0.68,0,0,0,0,0,0,
"2017-02-01T10:05:00Z","2017-02-01T10:10:00Z",671.01,0.68,0,0,0,0,0,0,
"2017-02-01T10:10:00Z","2017-02-01T10:15:00Z",670.70,0.68,0,0,0,0,0,0,
"2017-02-01T10:15:00Z","2017-02-01T10:20:00Z",671.00,0.68,0,0,0,0,0,0,
"2017-02-01T10:20:00Z","2017-02-01T10:25:00Z",670.85,0.68,0,0,0,0,0,0,
"2017-02-01T10:25:00Z","2017-02-01T10:30:00Z",670.34,0.69,0,0,0,0,0,0,
"2017-02-01T10:30:00Z","2017-02-01T10:35:00Z",669.56,0.68,0,0,0,0,0,0,
"2017-02-01T10:35:00Z","2017-02-01T10:40:00Z",669.77,0.68,0,0,0,0,0,0,
"2017-02-01T10:40:00Z","2017-02-01T10:45:00Z",669.25,0.68,0,0,0,0,0,0,
"2017-02-01T10:45:00Z","2017-02-01T10:50:00Z",669.37,0.67,0,0,0,0,0,0,
"2017-02-01T10:50:00Z","2017-02-01T10:55:00Z",670.18,0.67,0,0,0,0,0,0,
"2017-02-01T10:55:00Z","2017-02-01T11:00:00Z",670.24,0.67,0,0,0,0,0,0,
"2017-02-01T11:00:00Z","2017-02-01T11:05:00Z",670.72,0.67,0,0,0,0,0,0,
"2017-02-01T11:05:00Z","2017-02-01T11:10:00Z",670.99,0.67,0,0,0,0,0,0,
"2017-02-01T11:10:00Z","2017-02-01T11:15:00Z",671.08,0.67,0,0,0,0,0,0,
"2017-02-01T11:15:00Z","2017-02-01T11:20:00Z",671.02,0.67,0,0,0,0,0,0,
"2017-02-01T11:20:00Z","2017-02-01T11:25:00Z",670.72,0.68,0,0,0,0,0,0,
"2017-02-01T11:25:00Z","2017-02-01T11:30:00Z",671.02,0.68,0,0,0,0,0,0,
"2017-02-01T11:30:00Z","2017-02-01T11:35:00Z",670.94,0.68,0,0,0,0,0,0,
"2017-02-01T11:35:00Z","2017-02-01T11:40:00Z",670.77,0.68,0,0,0,0,0,0,
"2017-02-01T11:40:00Z","2017-02-01T11:45:00Z",670.44,0.68,0,0,0,0,0,0,
"2017-02-01T11:45:00Z","2017-02-01T11:50:00Z",671.62,0.67,0,0,0,0,0,0,
"2017-02-01T11:50:00Z","2017-02-01T11:55:00Z",670.83,0.68,0,0,0,0,0,0,
"2017-02-01T11:55:00Z","2017-02-01T12:00:00Z",671.19,0.69,0,0,0,0,0,0,
"2017-02-01T12:00:00Z","2017-02-01T12:05:00Z",671.19,0.68,0,0,0,0,0,0,
"2017-02-01T12:05:00Z","2017-02-01T12:10:00Z",670.41,0.68,0,0,0,0,0,0,
"2017-02-01T12:10:00Z","2017-02-01T12:15:00Z",670.52,0.68,0,0,0,0,0,0,
"2017-02-01T12:15:00Z","2017-02-01T12:20:00Z",670.38,0.68,0,0,0,0,0,0,
"2017-02-01T12:20:00Z","2017-02-01T12:25:00Z",670.57,0.68,0,0,0,0,0,0,
"2017-02-01T12:25:00Z","2017-02-01T12:30:00Z",670.61,0.71,0,0,0,0,0,0,
"2017-02-01T12:30:00Z","2017-02-01T12:35:00Z",670.42,0.68,0,0,0,0,0,0,
"2017-02-01T12:35:00Z","2017-02-01T12:40:00Z",670.34,0.68,0,0,0,0,0,0,
"2017-02-01T12:40:00Z","2017-02-01T12:45:00Z",670.31,0.68,0,0,0,0,0,0,
"2017-02-01T12:45:00Z","2017-02-01T12:50:00Z",670.10,0.68,0,0,0,0,0,0,
"2017-02-01T12:50:00Z","2017-02-01T12:55:00Z",669.89,0.68,0,0,0,0,0,0,
"2017-02-01T12:55:00Z","2017-02-01T13:00:00Z",670.00,0.70,0,0,0,0,0,0,
"2017-02-01T13:00:00Z","2017-02-01T13:05:00Z",669.44,0.68,0,0,0,0,0,0,
"2017-02-01T13:05:00Z","2017-02-01T13:10:00Z",669.65,0.67,0,0,0,0,0,0,
"2017-02-01T13:10:00Z","2017-02-01T13:15:00Z",669.37,0.67,0,0,0,0,0,0,
"2017-02-01T13:15:00Z","2017-02-01T13:20:00Z",669.93,0.67,0,0,0,0,0,0,
"2017-02-01T13:20:00Z","2017-02-01T13:25:00Z",669.94,0.67,0,0,0,0,0,0,
"2017-02-01T13:25:00Z","2017-02-01T13:30:00Z",670.24,0.69,0,0,0,0,0,0,
"2017-02-01T13:30:00Z","2017-02-01T13:35:00Z",670.37,0.68,0,0,0,0,0,0,
"2017-02-01T13:35:00Z","2017-02-01T13:40:00Z",670.75,0.68,0,0,0,0,0,0,
"2017-02-01T13:40:00Z","2017-02-01T13:45:00Z",670.91,0.68,0,0,0,0,0,0,
"2017-02-01T13:45:00Z","2017-02-01T13:50:00Z",671.25,0.68,0,0,0,0,0,0,
"2017-02-01T13:50:00Z","2017-02-01T13:55:00Z",670.94,0.68,0,0,0,0,0,0,
"2017-02-01T13:55:00Z","2017-02-01T14:00:00Z",671.52,0.69,0,0,0,0,0,0,
"2017-02-01T14:00:00Z","2017-02-01T14:05:00Z",671.75,0.68,0,0,0,0,0,0,
"2017-02-01T14:05:00Z","2017-02-01T14:10:00Z",671.32,0.68,0,0,0,0,0,0,
"2017-02-01T14:10:00Z","2017-02-01T14:15:00Z",670.90,0.68,0,0,0,0,0,0,
"2017-02-01T14:15:00Z","2017-02-01T14:20:00Z",670.84,0.68,0,0,0,0,0,0,
"2017-02-01T14:20:00Z","2017-02-01T14:25:00Z",671.00,0.68,0,0,0,0,0,0,
"2017-02-01T14:25:00Z","2017-02-01T14:30:00Z",671.22,0.68,0,0,0,0,0,0,
"2017-02-01T14:30:00Z","2017-02-01T14:35:00Z",671.24,0.68,0,0,0,0,0,0,
"2017-02-01T14:35:00Z","2017-02-01T14:40:00Z",671.14,0.68,0,0,0,0,0,0,
"2017-02-01T14:40:00Z","2017-02-01T14:45:00Z",670.60,0.68,0,0,0,0,0,0,
"2017-02-01T14:45:00Z","2017-02-01T14:50:00Z",670.58,0.68,0,0,0,0,0,0,
"2017-02-01T14:50:00Z","2017-02-01T14:55:00Z",669.80,0.68,0,0,0,0,0,0,
"2017-02-01T14:55:00Z","2017-02-01T15:00:00Z",669.59,0.69,0,0,0,0,0,0,
"2017-02-01T15:00:00Z","2017-02-01T15:05:00Z",669.75,0.68,0,0,0,0,0,0,
"2017-02-01T15:05:00Z","2017-02-01T15:10:00Z",669.85,0.67,0,0,0,0,0,0,
"2017-02-01T15:10:00Z","2017-02-01T15:15:00Z",669.97,0.67,0,0,0,0,0,0,
"2017-02-01T15:15:00Z","2017-02-01T15:20:00Z",670.26,0.67,0,0,0,0,0,0,
"2017-02-01T15:20:00Z","2017-02-01T15:25:00Z",670.50,0.68,0,0,0,0,0,0,
"2017-02-01T15:25:00Z","2017-02-01T15:30:00Z",670.57,0.70,0,0,0,0,0,0,
"2017-02-01T15:30:00Z","2017-02-01T15:35:00Z",669.98,0.68,0,0,0,0,0,0,
"2017-02-01T15:35:00Z","2017-02-01T15:40:00Z",669.98,0.68,0,0,0,0,0,0,
"2017-02-01T15:40:00Z","2017-02-01T15:45:00Z",669.52,0.68,0,0,0,0,0,0,
"2017-02-01T15:45:00Z","2017-02-01T15:50:00Z",669.35,0.68,0,0,0,0,0,0,
"2017-02-01T15:50:00Z","2017-02-01T15:55:00Z",668.93,0.68,0,0,0,0,0,0,
"2017-02-01T15:55:00Z","2017-02-01T16:00:00Z",669.13,0.68,0,0,0,0,0,0,
