startDateTime,endDateTime,groundwaterSpecCond,groundwaterSpecCondExpUncert,groundwaterSpecCondRangeQF,groundwaterSpecCondPersistQF,groundwaterSpecCondStepQF,groundwaterSpecCondNullQF,groundwaterSpecCondGapQF,groundwaterSpecCondSpikeQF,validCalQF
"2017-04-01T00:00:00Z","2017-04-01T00:05:00Z",678.54,0.76,0,0,0,0,0,0,
"2017-04-01T00:05:00Z","2017-04-01T00:10:00Z",678.82,0.76,0,0,0,0,0,0,
"2017-04-01T00:10:00Z","2017-04-01T00:15:00Z",678.79,0.76,0,0,0,0,0,0,
"2017-04-01T00:15:00Z","2017-04-01T00:20:00Z",678.65,0.76,0,0,0,0,0,0,
"2017-04-01T00:20:00Z","2017-04-01T00:25:00Z",679.22,0.76,0,0,0,0,0,0,
"2017-04-01T00:25:00Z","2017-04-01T00:30:00Z",679.49,0.94,0,0,0,0,0,0,
"2017-04-01T00:30:00Z","2017-04-01T00:35:00Z",679.82,0.76,0,0,0,0,0,0,
"2017-04-01T00:35:00Z","2017-04-01T00:40:00Z",680.06,0.76,0,0,0,0,0,0,
"2017-04-01T00:40:00Z","2017-04-01T00:45:00Z",680.22,0.76,0,0,0,0,0,0,
"2017-04-01T00:45:00Z","2017-04-01T00:50:00Z",680.12,0.76,0,0,0,0,0,0,
"2017-04-01T00:50:00Z","2017-04-01T00:55:00Z",680.72,0.76,0,0,0,0,0,0,
"2017-04-01T00:55:00Z","2017-04-01T01:00:00Z",680.55,0.88,0,0,0,0,0,0,
"2017-04-01T01:00:00Z","2017-04-01T01:05:00Z",679.91,0.77,0,0,0,0,0,0,
"2017-04-01T01:05:00Z","2017-04-01T01:10:00Z",679.61,0.76,0,0,0,0,0,0,
"2017-04-01T01:10:00Z","2017-04-01T01:15:00Z",679.96,0.77,0,0,0,0,0,0,
"2017-04-01T01:15:00Z","2017-04-01T01:20:00Z",679.70,0.77,0,0,0,0,0,0,
"2017-04-01T01:20:00Z","2017-04-01T01:25:00Z",679.66,0.77,0,0,0,0,0,0,
"2017-04-01T01:25:00Z","2017-04-01T01:30:00Z",679.20,0.89,0,0,0,0,0,0,
"2017-04-01T01:30:00Z","2017-04-01T01:35:00Z",679.22,0.77,0,0,0,0,0,0,
"2017-04-01T01:35:00Z","2017-04-01T01:40:00Z",679.15,0.76,0,0,0,0,0,0,
"2017-04-01T01:40:00Z","2017-04-01T01:45:00Z",678.94,0.76,0,0,0,0,0,0,
"2017-04-01T01:45:00Z","2017-04-01T01:50:00Z",679.01,0.76,0,0,0,0,0,0,
"2017-04-01T01:50:00Z","2017-04-01T01:55:00Z",679.24,0.76,0,0,0,0,0,0,
"2017-04-01T01:55:00Z","2017-04-01T02:00:00Z",679.68,1.00,0,0,0,0,0,0,
"2017-04-01T02:00:00Z","2017-04-01T02:05:00Z",679.80,0.76,0,0,0,0,0,0,
"2017-04-01T02:05:00Z","2017-04-01T02:10:00Z",680.33,0.76,0,0,0,0,0,0,
"2017-04-01T02:10:00Z","2017-04-01T02:15:00Z",680.53,0.76,0,0,0,0,0,0,
"2017-04-01T02:15:00Z","2017-04-01T02:20:00Z",680.98,0.77,0,0,0,0,0,0,
"2017-04-01T02:20:00Z","2017-04-01T02:25:00Z",680.16,0.77,0,0,0,0,0,0,
"2017-04-01T02:25:00Z","2017-04-01T02:30:00Z",680.73,1.29,0,0,0,0,0,0,
"2017-04-01T02:30:00Z","2017-04-01T02:35:00Z",680.98,0.77,0,0,0,0,0,0,
"2017-04-01T02:35:00Z","2017-04-01T02:40:00Z",680.88,0.77,0,0,0,0,0,0,
"2017-04-01T02:40:00Z","2017-04-01T02:45:00Z",680.74,0.77,0,0,0,0,0,0,
"2017-04-01T02:45:00Z","2017-04-01T02:50:00Z",680.23,0.77,0,0,0,0,0,0,
"2017-04-01T02:50:00Z","2017-04-01T02:55:00Z",680.21,0.77,0,0,0,0,0,0,
"2017-04-01T02:55:00Z","2017-04-01T03:00:00Z",679.89,0.93,0,0,0,0,0,0,
